city,time,pm2_5,pm10,ozone
Mumbai,2025-12-14 05:00:00,48.9,49.9,121
Bengaluru,2025-12-14 05:00:00,23.9,25.9,109
Kolkata,2025-12-14 05:00:00,58.3,61.5,176
Bengaluru,2025-12-14 05:00:00,23.9,25.9,109
Delhi,2025-12-14 05:00:00,167.6,168.1,199
Delhi,2025-12-14 05:00:00,167.6,168.1,199
Bengaluru,2025-12-14 05:00:00,23.9,25.9,109
Delhi,2025-12-14 05:00:00,167.6,168.1,199
Hyderabad,2025-12-14 05:00:00,31.5,32.9,143
Bengaluru,2025-12-14 06:00:00,19.2,21.1,126
Bengaluru,2025-12-14 06:00:00,19.2,21.1,126
Delhi,2025-12-14 06:00:00,140.2,140.6,269
Delhi,2025-12-14 06:00:00,140.2,140.6,269
Bengaluru,2025-12-14 06:00:00,19.2,21.1,126
Mumbai,2025-12-14 06:00:00,50.4,51.5,175
Kolkata,2025-12-14 06:00:00,44.0,47.6,201
Delhi,2025-12-14 06:00:00,140.2,140.6,269
Hyderabad,2025-12-14 06:00:00,27.9,29.3,161
Hyderabad,2025-12-14 07:00:00,26.6,28.0,168
Mumbai,2025-12-14 07:00:00,58.1,59.3,242
Bengaluru,2025-12-14 07:00:00,16.7,18.9,134
Delhi,2025-12-14 07:00:00,118.0,119.2,298
Delhi,2025-12-14 07:00:00,118.0,119.2,298
Delhi,2025-12-14 07:00:00,118.0,119.2,298
Kolkata,2025-12-14 07:00:00,39.1,43.1,215
Bengaluru,2025-12-14 07:00:00,16.7,18.9,134
Bengaluru,2025-12-14 07:00:00,16.7,18.9,134
Delhi,2025-12-14 08:00:00,102.7,104.1,305
Bengaluru,2025-12-14 08:00:00,15.9,18.3,136
Mumbai,2025-12-14 08:00:00,70.5,71.7,316
Bengaluru,2025-12-14 08:00:00,15.9,18.3,136
Bengaluru,2025-12-14 08:00:00,15.9,18.3,136
Hyderabad,2025-12-14 08:00:00,26.1,27.7,170
Delhi,2025-12-14 08:00:00,102.7,104.1,305
Delhi,2025-12-14 08:00:00,102.7,104.1,305
Kolkata,2025-12-14 08:00:00,38.5,42.6,221
Hyderabad,2025-12-14 09:00:00,26.0,27.6,166
Mumbai,2025-12-14 09:00:00,74.5,75.7,362
Delhi,2025-12-14 09:00:00,94.1,95.2,295
Delhi,2025-12-14 09:00:00,94.1,95.2,295
Bengaluru,2025-12-14 09:00:00,15.5,18.0,132
Delhi,2025-12-14 09:00:00,94.1,95.2,295
Kolkata,2025-12-14 09:00:00,38.6,42.8,217
Bengaluru,2025-12-14 09:00:00,15.5,18.0,132
Bengaluru,2025-12-14 09:00:00,15.5,18.0,132
Kolkata,2025-12-14 10:00:00,39.8,43.9,200
Hyderabad,2025-12-14 10:00:00,25.7,27.5,157
Bengaluru,2025-12-14 10:00:00,15.8,18.0,120
Mumbai,2025-12-14 10:00:00,69.8,71.0,362
Delhi,2025-12-14 10:00:00,89.4,90.8,265
Delhi,2025-12-14 10:00:00,89.4,90.8,265
Delhi,2025-12-14 10:00:00,89.4,90.8,265
Bengaluru,2025-12-14 10:00:00,15.8,18.0,120
Bengaluru,2025-12-14 10:00:00,15.8,18.0,120
Bengaluru,2025-12-14 11:00:00,16.9,18.9,101
Delhi,2025-12-14 11:00:00,99.0,100.1,219
Delhi,2025-12-14 11:00:00,99.0,100.1,219
Bengaluru,2025-12-14 11:00:00,16.9,18.9,101
Kolkata,2025-12-14 11:00:00,61.7,65.2,175
Bengaluru,2025-12-14 11:00:00,16.9,18.9,101
Delhi,2025-12-14 11:00:00,99.0,100.1,219
Mumbai,2025-12-14 11:00:00,63.3,64.5,336
Hyderabad,2025-12-14 11:00:00,26.0,27.8,142
Hyderabad,2025-12-14 12:00:00,31.2,32.6,126
Bengaluru,2025-12-14 12:00:00,23.3,24.9,83
Bengaluru,2025-12-14 12:00:00,23.3,24.9,83
Bengaluru,2025-12-14 12:00:00,23.3,24.9,83
Delhi,2025-12-14 12:00:00,130.4,131.8,173
Delhi,2025-12-14 12:00:00,130.4,131.8,173
Delhi,2025-12-14 12:00:00,130.4,131.8,173
Mumbai,2025-12-14 12:00:00,60.8,61.9,305
Kolkata,2025-12-14 12:00:00,89.4,92.9,148
Hyderabad,2025-12-14 13:00:00,38.1,39.6,107
Delhi,2025-12-14 13:00:00,161.1,162.1,128
Delhi,2025-12-14 13:00:00,161.1,162.1,128
Delhi,2025-12-14 13:00:00,161.1,162.1,128
Kolkata,2025-12-14 13:00:00,113.9,117.3,122
Mumbai,2025-12-14 13:00:00,56.5,58.0,275
Bengaluru,2025-12-14 13:00:00,32.5,34.0,66
Bengaluru,2025-12-14 13:00:00,32.5,34.0,66
Bengaluru,2025-12-14 13:00:00,32.5,34.0,66
Delhi,2025-12-14 14:00:00,190.9,191.9,83
Kolkata,2025-12-14 14:00:00,133.2,136.4,95
Hyderabad,2025-12-14 14:00:00,42.5,43.9,86
Delhi,2025-12-14 14:00:00,190.9,191.9,83
Delhi,2025-12-14 14:00:00,190.9,191.9,83
Bengaluru,2025-12-14 14:00:00,36.6,38.0,49
Bengaluru,2025-12-14 14:00:00,36.6,38.0,49
Bengaluru,2025-12-14 14:00:00,36.6,38.0,49
Mumbai,2025-12-14 14:00:00,51.1,52.9,242
Delhi,2025-12-14 15:00:00,215.6,216.5,49
Delhi,2025-12-14 15:00:00,215.6,216.5,49
Mumbai,2025-12-14 15:00:00,46.3,48.2,212
Bengaluru,2025-12-14 15:00:00,37.3,38.5,40
Bengaluru,2025-12-14 15:00:00,37.3,38.5,40
Delhi,2025-12-14 15:00:00,215.6,216.5,49
Kolkata,2025-12-14 15:00:00,145.3,148.5,74
Hyderabad,2025-12-14 15:00:00,45.6,47.0,72
Bengaluru,2025-12-14 15:00:00,37.3,38.5,40
Mumbai,2025-12-14 16:00:00,42.0,43.9,189
Hyderabad,2025-12-14 16:00:00,48.3,49.7,68
Bengaluru,2025-12-14 16:00:00,37.3,38.4,45
Bengaluru,2025-12-14 16:00:00,37.3,38.4,45
Bengaluru,2025-12-14 16:00:00,37.3,38.4,45
Delhi,2025-12-14 16:00:00,236.6,237.5,32
Kolkata,2025-12-14 16:00:00,152.7,156.5,62
Delhi,2025-12-14 16:00:00,236.6,237.5,32
Delhi,2025-12-14 16:00:00,236.6,237.5,32
Bengaluru,2025-12-14 17:00:00,37.4,38.5,59
Kolkata,2025-12-14 17:00:00,155.5,160.7,57
Mumbai,2025-12-14 17:00:00,38.8,40.4,171
Delhi,2025-12-14 17:00:00,252.4,253.3,27
Bengaluru,2025-12-14 17:00:00,37.4,38.5,59
Hyderabad,2025-12-14 17:00:00,49.9,51.3,71
Delhi,2025-12-14 17:00:00,252.4,253.3,27
Bengaluru,2025-12-14 17:00:00,37.4,38.5,59
Delhi,2025-12-14 17:00:00,252.4,253.3,27
Hyderabad,2025-12-14 18:00:00,50.3,51.8,75
Delhi,2025-12-14 18:00:00,258.0,259.8,24
Bengaluru,2025-12-14 18:00:00,37.3,38.3,70
Mumbai,2025-12-14 18:00:00,36.1,37.4,154
Delhi,2025-12-14 18:00:00,258.0,259.8,24
Bengaluru,2025-12-14 18:00:00,37.3,38.3,70
Kolkata,2025-12-14 18:00:00,153.7,159.3,52
Delhi,2025-12-14 18:00:00,258.0,259.8,24
Bengaluru,2025-12-14 18:00:00,37.3,38.3,70
Delhi,2025-12-14 19:00:00,253.3,254.3,22
Hyderabad,2025-12-14 19:00:00,49.9,51.5,80
Kolkata,2025-12-14 19:00:00,151.3,156.9,47
Bengaluru,2025-12-14 19:00:00,36.6,37.7,76
Mumbai,2025-12-14 19:00:00,33.9,35.0,139
Delhi,2025-12-14 19:00:00,253.3,254.3,22
Bengaluru,2025-12-14 19:00:00,36.6,37.7,76
Delhi,2025-12-14 19:00:00,253.3,254.3,22
Bengaluru,2025-12-14 19:00:00,36.6,37.7,76
Bengaluru,2025-12-14 20:00:00,36.4,37.5,80
Delhi,2025-12-14 20:00:00,243.1,244.9,22
Delhi,2025-12-14 20:00:00,243.1,244.9,22
Delhi,2025-12-14 20:00:00,243.1,244.9,22
Bengaluru,2025-12-14 20:00:00,36.4,37.5,80
Hyderabad,2025-12-14 20:00:00,50.3,51.9,87
Kolkata,2025-12-14 20:00:00,150.4,156.0,44
Mumbai,2025-12-14 20:00:00,33.1,34.2,126
Bengaluru,2025-12-14 20:00:00,36.4,37.5,80
Bengaluru,2025-12-14 21:00:00,36.7,37.8,83
Delhi,2025-12-14 21:00:00,230.5,231.4,24
Delhi,2025-12-14 21:00:00,230.5,231.4,24
Mumbai,2025-12-14 21:00:00,33.9,34.9,114
Hyderabad,2025-12-14 21:00:00,51.0,52.7,93
Bengaluru,2025-12-14 21:00:00,36.7,37.8,83
Delhi,2025-12-14 21:00:00,230.5,231.4,24
Bengaluru,2025-12-14 21:00:00,36.7,37.8,83
Kolkata,2025-12-14 21:00:00,151.8,157.4,40
Delhi,2025-12-14 22:00:00,214.7,215.6,26
Mumbai,2025-12-14 22:00:00,34.9,36.0,101
Hyderabad,2025-12-14 22:00:00,51.8,53.6,98
Bengaluru,2025-12-14 22:00:00,37.6,38.9,83
Delhi,2025-12-14 22:00:00,214.7,215.6,26
Bengaluru,2025-12-14 22:00:00,37.6,38.9,83
Delhi,2025-12-14 22:00:00,214.7,215.6,26
Bengaluru,2025-12-14 22:00:00,37.6,38.9,83
Kolkata,2025-12-14 22:00:00,154.6,160.2,31
Kolkata,2025-12-14 23:00:00,156.5,161.6,21
Delhi,2025-12-14 23:00:00,196.5,197.4,29
Bengaluru,2025-12-14 23:00:00,40.3,41.8,82
Hyderabad,2025-12-14 23:00:00,52.6,54.4,102
Mumbai,2025-12-14 23:00:00,36.6,37.5,88
Delhi,2025-12-14 23:00:00,196.5,197.4,29
Delhi,2025-12-14 23:00:00,196.5,197.4,29
Bengaluru,2025-12-14 23:00:00,40.3,41.8,82
Bengaluru,2025-12-14 23:00:00,40.3,41.8,82
Delhi,2025-12-15 00:00:00,181.6,182.5,32
Mumbai,2025-12-15 00:00:00,38.0,38.8,78
Bengaluru,2025-12-15 00:00:00,44.7,46.3,82
Delhi,2025-12-15 00:00:00,181.6,182.5,32
Delhi,2025-12-15 00:00:00,181.6,182.5,32
Hyderabad,2025-12-15 00:00:00,54.4,56.1,104
Kolkata,2025-12-15 00:00:00,156.5,161.6,24
Bengaluru,2025-12-15 00:00:00,44.7,46.3,82
Bengaluru,2025-12-15 00:00:00,44.7,46.3,82
Bengaluru,2025-12-15 01:00:00,49.1,50.9,85
Bengaluru,2025-12-15 01:00:00,49.1,50.9,85
Kolkata,2025-12-15 01:00:00,162.1,167.6,47
Delhi,2025-12-15 01:00:00,177.9,178.8,31
Delhi,2025-12-15 01:00:00,177.9,178.8,31
Hyderabad,2025-12-15 01:00:00,59.3,61.0,101
Delhi,2025-12-15 01:00:00,177.9,178.8,31
Bengaluru,2025-12-15 01:00:00,49.1,50.9,85
Mumbai,2025-12-15 01:00:00,39.7,40.5,65
Delhi,2025-12-15 02:00:00,185.8,187.2,31
Delhi,2025-12-15 02:00:00,185.8,187.2,31
Bengaluru,2025-12-15 02:00:00,50.6,52.7,90
Mumbai,2025-12-15 02:00:00,44.0,44.9,54
Kolkata,2025-12-15 02:00:00,156.5,161.6,83
Bengaluru,2025-12-15 02:00:00,50.6,52.7,90
Hyderabad,2025-12-15 02:00:00,69.6,71.5,97
Bengaluru,2025-12-15 02:00:00,50.6,52.7,90
Delhi,2025-12-15 02:00:00,185.8,187.2,31
Delhi,2025-12-15 03:00:00,183.0,183.9,46
Kolkata,2025-12-15 03:00:00,126.7,129.9,117
Bengaluru,2025-12-15 03:00:00,50.3,52.2,98
Delhi,2025-12-15 03:00:00,183.0,183.9,46
Bengaluru,2025-12-15 03:00:00,50.3,52.2,98
Delhi,2025-12-15 03:00:00,183.0,183.9,46
Mumbai,2025-12-15 03:00:00,49.1,50.1,61
Hyderabad,2025-12-15 03:00:00,58.0,59.1,101
Bengaluru,2025-12-15 03:00:00,50.3,52.2,98
Bengaluru,2025-12-15 04:00:00,46.0,48.1,112
Hyderabad,2025-12-15 04:00:00,41.6,43.0,121
Delhi,2025-12-15 04:00:00,158.3,159.3,93
Delhi,2025-12-15 04:00:00,158.3,159.3,93
Kolkata,2025-12-15 04:00:00,95.2,98.3,148
Mumbai,2025-12-15 04:00:00,52.6,53.6,97
Bengaluru,2025-12-15 04:00:00,46.0,48.1,112
Delhi,2025-12-15 04:00:00,158.3,159.3,93
Bengaluru,2025-12-15 04:00:00,46.0,48.1,112
Bengaluru,2025-12-15 05:00:00,39.2,41.7,129
Kolkata,2025-12-15 05:00:00,57.0,60.8,178
Hyderabad,2025-12-15 05:00:00,36.9,38.3,148
Delhi,2025-12-15 05:00:00,131.3,132.2,156
Delhi,2025-12-15 05:00:00,131.3,132.2,156
Delhi,2025-12-15 05:00:00,131.3,132.2,156
Mumbai,2025-12-15 05:00:00,53.4,54.6,151
Bengaluru,2025-12-15 05:00:00,39.2,41.7,129
Bengaluru,2025-12-15 05:00:00,39.2,41.7,129
Delhi,2025-12-15 06:00:00,93.6,95.2,200
Mumbai,2025-12-15 06:00:00,54.4,55.6,205
Kolkata,2025-12-15 06:00:00,38.1,42.3,201
Delhi,2025-12-15 06:00:00,93.6,95.2,200
Bengaluru,2025-12-15 06:00:00,32.4,34.9,141
Delhi,2025-12-15 06:00:00,93.6,95.2,200
Hyderabad,2025-12-15 06:00:00,33.9,35.4,168
Bengaluru,2025-12-15 06:00:00,32.4,34.9,141
Bengaluru,2025-12-15 06:00:00,32.4,34.9,141
Bengaluru,2025-12-15 07:00:00,26.9,29.4,144
Delhi,2025-12-15 07:00:00,64.0,65.7,210
Delhi,2025-12-15 07:00:00,64.0,65.7,210
Delhi,2025-12-15 07:00:00,64.0,65.7,210
Hyderabad,2025-12-15 07:00:00,32.6,34.2,174
Mumbai,2025-12-15 07:00:00,57.6,58.9,263
Kolkata,2025-12-15 07:00:00,35.5,39.8,215
Bengaluru,2025-12-15 07:00:00,26.9,29.4,144
Bengaluru,2025-12-15 07:00:00,26.9,29.4,144
Bengaluru,2025-12-15 08:00:00,23.3,25.8,141
Bengaluru,2025-12-15 08:00:00,23.3,25.8,141
Delhi,2025-12-15 08:00:00,49.4,51.1,201
Kolkata,2025-12-15 08:00:00,35.4,39.6,220
Delhi,2025-12-15 08:00:00,49.4,51.1,201
Bengaluru,2025-12-15 08:00:00,23.3,25.8,141
Delhi,2025-12-15 08:00:00,49.4,51.1,201
Hyderabad,2025-12-15 08:00:00,32.4,34.0,172
Mumbai,2025-12-15 08:00:00,69.2,70.5,322
Delhi,2025-12-15 09:00:00,44.4,46.1,185
Bengaluru,2025-12-15 09:00:00,21.9,24.5,136
Delhi,2025-12-15 09:00:00,44.4,46.1,185
Delhi,2025-12-15 09:00:00,44.4,46.1,185
Hyderabad,2025-12-15 09:00:00,32.2,34.0,167
Bengaluru,2025-12-15 09:00:00,21.9,24.5,136
Bengaluru,2025-12-15 09:00:00,21.9,24.5,136
Kolkata,2025-12-15 09:00:00,35.3,39.3,216
Mumbai,2025-12-15 09:00:00,74.7,75.9,353
Delhi,2025-12-15 10:00:00,43.3,44.9,162
Hyderabad,2025-12-15 10:00:00,32.5,34.2,156
Bengaluru,2025-12-15 10:00:00,22.4,25.0,127
Mumbai,2025-12-15 10:00:00,69.8,71.2,333
Bengaluru,2025-12-15 10:00:00,22.4,25.0,127
Bengaluru,2025-12-15 10:00:00,22.4,25.0,127
Kolkata,2025-12-15 10:00:00,36.2,40.0,194
Delhi,2025-12-15 10:00:00,43.3,44.9,162
Delhi,2025-12-15 10:00:00,43.3,44.9,162
Kolkata,2025-12-15 11:00:00,52.0,54.9,162
Delhi,2025-12-15 11:00:00,45.4,46.8,132
Bengaluru,2025-12-15 11:00:00,24.2,26.6,115
Bengaluru,2025-12-15 11:00:00,24.2,26.6,115
Bengaluru,2025-12-15 11:00:00,24.2,26.6,115
Delhi,2025-12-15 11:00:00,45.4,46.8,132
Mumbai,2025-12-15 11:00:00,58.1,59.6,285
Delhi,2025-12-15 11:00:00,45.4,46.8,132
Hyderabad,2025-12-15 11:00:00,33.3,35.0,142
Delhi,2025-12-15 12:00:00,56.9,58.1,111
Bengaluru,2025-12-15 12:00:00,28.9,30.7,107
Delhi,2025-12-15 12:00:00,56.9,58.1,111
Delhi,2025-12-15 12:00:00,56.9,58.1,111
Mumbai,2025-12-15 12:00:00,51.0,52.6,248
Bengaluru,2025-12-15 12:00:00,28.9,30.7,107
Kolkata,2025-12-15 12:00:00,76.1,78.9,138
Bengaluru,2025-12-15 12:00:00,28.9,30.7,107
Hyderabad,2025-12-15 12:00:00,37.1,38.5,131
